line,part,cost,coreprice,qtyonhand,packs,sku
,15065347,18.56,,10,,BKNJ_15065347
,15063307,13.84,,6,,BKNJ_15063307
,15063349,9.37,,11,,BKNJ_15063349
,15065131,12.68,,68,,BKNJ_15065131
,15065115,17.19,,124,,BKNJ_15065115
,15065097,16.1,,3,,BKNJ_15065097
,15065226,17.97,,28,,BKNJ_15065226
,15063094,27.63,,10,,BKNJ_15063094
,15065304,14.73,,70,,BKNJ_15065304
,15063375,17.9,,0,,BKNJ_15063375
,15065316,10.94,,44,,BKNJ_15065316
,15065117,17.97,,52,,BKNJ_15065117
,15065324,14.68,,128,,BKNJ_15065324
,15063302,10.3,,33,,BKNJ_15063302
,15065185,20.65,,29,,BKNJ_15065185
,15063358,15.63,,82,,BKNJ_15063358
,15064009,9.79,,11,,BKNJ_15064009
,15065024,10.68,,5,,BKNJ_15065024
,15063066,19,,21,,BKNJ_15063066
,15065156,28.11,,119,,BKNJ_15065156
,15065142,11.08,,1,,BKNJ_15065142
,15063077,20.12,,34,,BKNJ_15063077
,15065465,20.19,,38,,BKNJ_15065465
,15063371,11.21,,1,,BKNJ_15063371
,15064006,8.88,,21,,BKNJ_15064006
,15065106,12.5,,41,,BKNJ_15065106
,15063083,16.03,,38,,BKNJ_15063083
,15065229,17.49,,44,,BKNJ_15065229
,15063079,19.25,,12,,BKNJ_15063079
,15065103,14.86,,94,,BKNJ_15065103
,15065173,35.94,,64,,BKNJ_15065173
,15065424,18.72,,99,,BKNJ_15065424
,15065196,25.75,,65,,BKNJ_15065196
,15065362,14.19,,23,,BKNJ_15065362
,15065414,15.63,,32,,BKNJ_15065414
,15065374,11.17,,186,,BKNJ_15065374
,15065368,31.25,,118,,BKNJ_15065368
,15065428,20.97,,6,,BKNJ_15065428
,15065411,17.49,,101,,BKNJ_15065411
,15065475,12.69,,4,,BKNJ_15065475
,15066017,13.38,,12,,BKNJ_15066017
,15066039,15.57,,17,,BKNJ_15066039
,15066095,14.27,,22,,BKNJ_15066095
,15066002,11.79,,42,,BKNJ_15066002
,15066047,10.68,,74,,BKNJ_15066047
,15066044,11.14,,92,,BKNJ_15066044
,15065376,20.09,,14,,BKNJ_15065376
,15066072,13.52,,25,,BKNJ_15066072
,15066363,12.09,,1,,BKNJ_15066363
,15066005,12.76,,44,,BKNJ_15066005
,15066098,18.87,,156,,BKNJ_15066098
,15066317,14.41,,12,,BKNJ_15066317
,15066089,11.65,,1,,BKNJ_15066089
,15067002,9.79,,28,,BKNJ_15067002
,15066008,12.72,,37,,BKNJ_15066008
,15066036,14.29,,19,,BKNJ_15066036
,15066107,15.66,,1,,BKNJ_15066107
,15066011,11.91,,20,,BKNJ_15066011
,15065462,12.22,,9,,BKNJ_15065462
,15065459,20.75,,1,,BKNJ_15065459
,15066326,11.57,,24,,BKNJ_15066326
,15067005,9.37,,17,,BKNJ_15067005
,15066081,18.38,,91,,BKNJ_15066081
,16080117,98.67,,2,,BKNJ_16080117
,16080501,177.27,,1,,BKNJ_16080501
,16081017,137.59,,1,,BKNJ_16081017
,16080216,151.54,,3,,BKNJ_16080216
,16080271,98.85,,1,,BKNJ_16080271
,16080529,138.86,,2,,BKNJ_16080529
,16080137,138.86,,4,,BKNJ_16080137
,16081151,139.42,,1,,BKNJ_16081151
,15165029,45.38,,32,,BKNJ_15165029
,15166021,20.49,,6,,BKNJ_15166021
,16080132,106.79,,3,,BKNJ_16080132
,15167014,37.85,,10,,BKNJ_15167014
,15167005,52.49,,1,,BKNJ_15167005
,15648024,16.14,,4,,BKNJ_15648024
,15066132,22.73,,33,,BKNJ_15066132
,15640014,30.3,,1,,BKNJ_15640014
,15661016,24.05,,12,,BKNJ_15661016
,15066374,15.66,,14,,BKNJ_15066374
,15066383,14.19,,16,,BKNJ_15066383
,16080006,143.85,,2,,BKNJ_16080006
,15066337,12.95,,85,,BKNJ_15066337
,15066408,12.68,,4,,BKNJ_15066408
,15642009,19.89,,14,,BKNJ_15642009
,15167016,36.27,,2,,BKNJ_15167016
,15066369,17.18,,10,,BKNJ_15066369
,15166013,25.74,,2,,BKNJ_15166013
,15066334,12.33,,78,,BKNJ_15066334
,15067019,12.72,,19,,BKNJ_15067019
,15067073,19.15,,27,,BKNJ_15067073
,15067028,12.82,,7,,BKNJ_15067028
,15144023,13.44,,1,,BKNJ_15144023
,15147011,12.48,,3,,BKNJ_15147011
,15067068,17.97,,59,,BKNJ_15067068
,15158002,27.26,,6,,BKNJ_15158002
,15067076,17.53,,50,,BKNJ_15067076
,15144018,8.81,,17,,BKNJ_15144018
,15161002,47.76,,4,,BKNJ_15161002
,15067045,11.91,,115,,BKNJ_15067045
,15147004,12.48,,53,,BKNJ_15147004
,15148003,20.78,,2,,BKNJ_15148003
,15165036,30.32,,2,,BKNJ_15165036
,15144034,11.04,,3,,BKNJ_15144034
,15066357,16.64,,7,,BKNJ_15066357
,15146004,15.11,,12,,BKNJ_15146004
,15162001,40.1,,2,,BKNJ_15162001
,15067094,26.56,,44,,BKNJ_15067094
,15067095,26.56,,28,,BKNJ_15067095
,15067109,26.56,,111,,BKNJ_15067109
,15067098,33.77,,44,,BKNJ_15067098
,15140017,29.95,,13,,BKNJ_15140017
,15151001,15.25,,1,,BKNJ_15151001
,15067121,16.08,,4,,BKNJ_15067121
,15149004,26.85,,1,,BKNJ_15149004
,15067324,15.37,,23,,BKNJ_15067324
,15134019,31.72,,1,,BKNJ_15134019
,15067059,19.49,,15,,BKNJ_15067059
,15067051,21.07,,47,,BKNJ_15067051
,15142013,14.71,,5,,BKNJ_15142013
,15067103,25.03,,56,,BKNJ_15067103
,15067125,19.25,,34,,BKNJ_15067125
,15067074,18.72,,78,,BKNJ_15067074
,15067062,18.87,,79,,BKNJ_15067062
,15134011,21.7,,2,,BKNJ_15134011
,15085004,26.28,,1,,BKNJ_15085004
,15067118,27.14,,91,,BKNJ_15067118
,15080317,23.77,,1,,BKNJ_15080317
,15140023,13.87,,2,,BKNJ_15140023
,15067417,17.49,,2,,BKNJ_15067417
,15085002,22.36,,3,,BKNJ_15085002
,15080301,21.7,,11,,BKNJ_15080301
,15080318,27.95,,3,,BKNJ_15080318
,15080304,22.46,,1,,BKNJ_15080304
,15067421,15.17,,6,,BKNJ_15067421
,15079005,24.54,,2,,BKNJ_15079005
,15080315,28.22,,2,,BKNJ_15080315
,15068017,12.95,,23,,BKNJ_15068017
,15080023,25.31,,3,,BKNJ_15080023
,15076003,18.62,,73,,BKNJ_15076003
,15079002,16.64,,24,,BKNJ_15079002
,15080022,26.92,,2,,BKNJ_15080022
,16080108,137.91,,1,,BKNJ_16080108
,16080029,101.27,,2,,BKNJ_16080029
,16088108,195.98,,4,,BKNJ_16088108
,15066115,21.88,,123,,BKNJ_15066115
,16088104,150.14,,1,,BKNJ_16088104
,15066313,9.46,,148,,BKNJ_15066313
,15066308,12.95,,14,,BKNJ_15066308
,16081165,142.08,,1,,BKNJ_16081165
,793104,371.51,,1,,BBHH_0793104
,793100,412.85,,4,,BBHH_0793100
,793060,326.96,,9,,BBHH_0793060
,622021,739.62,,2,,BBHH_0622021
,793026,197.05,,3,,BBHH_0793026
,793078,341.74,,7,,BBHH_0793078
,793074,278.85,,2,,BBHH_0793074
,793050,318.01,,1,,BBHH_0793050
,793040,160.42,,1,,BBHH_0793040
,622033,759.32,,2,,BBHH_0622033
,793067,348.66,,3,,BBHH_0793067
,793108,669.72,,11,,BBHH_0793108
,793054,233.53,,5,,BBHH_0793054
,622032,699.46,,1,,BBHH_0622032
,622004,790.97,,2,,BBHH_0622004
,622001,534.1,,3,,BBHH_0622001
,793083,418.54,,2,,BBHH_0793083
,793157,1095.88,,3,,BBHH_0793157
,793109,521.29,,10,,BBHH_0793109
,793165,565.22,,3,,BBHH_0793165
,793028,194.99,,2,,BBHH_0793028
,793094,346.14,,2,,BBHH_0793094
,793064,248.7,,2,,BBHH_0793064
,622005,747.15,,1,,BBHH_0622005
,793120,372.02,,1,,BBHH_0793120
,793053,192.45,,2,,BBHH_0793053
,793093,387.12,,3,,BBHH_0793093
,793117,535.99,,5,,BBHH_0793117
,793112,586.62,,1,,BBHH_0793112
,793135,413.01,,14,,BBHH_0793135
,793119,321.06,,6,,BBHH_0793119
,793090,266.44,,3,,BBHH_0793090
,793127,392.96,,8,,BBHH_0793127
,793080,247.29,,3,,BBHH_0793080
,793114,410.54,,1,,BBHH_0793114
,793130,544.39,,4,,BBHH_0793130
,794052,488.26,,4,,BBHH_0794052
,793132,487.2,,6,,BBHH_0793132
,794038,511.28,,6,,BBHH_0794038
,794032,517.72,,4,,BBHH_0794032
,793142,461.53,,6,,BBHH_0793142
,793126,395.65,,6,,BBHH_0793126
,793095,430.91,,3,,BBHH_0793095
,793156,952.38,,1,,BBHH_0793156
,793134,413.01,,2,,BBHH_0793134
,793124,464.88,,1,,BBHH_0793124
,793136,412.55,,3,,BBHH_0793136
,793133,465.47,,6,,BBHH_0793133
,793140,945.98,,6,,BBHH_0793140
,793161,930.97,,2,,BBHH_0793161
,793115,471.32,,1,,BBHH_0793115
,793125,614.66,,2,,BBHH_0793125
,793075,266.23,,2,,BBHH_0793075
,793079,333.85,,1,,BBHH_0793079
,793123,390.11,,14,,BBHH_0793123
,793166,578.03,,3,,BBHH_0793166
,793122,392.08,,2,,BBHH_0793122
,794089,856.75,,1,,BBHH_0794089
,793158,656.4,,2,,BBHH_0793158
,794129,635.57,,1,,BBHH_0794129
,793131,296.1,,1,,BBHH_0793131
,793137,703.16,,2,,BBHH_0793137
,794157,520.29,,2,,BBHH_0794157
,794082,488.35,,2,,BBHH_0794082
,794060,600.65,,1,,BBHH_0794060
,794055,196.59,,1,,BBHH_0794055
,794051,208.47,,4,,BBHH_0794051
,793159,823.96,,6,,BBHH_0793159
,794071,565.69,,5,,BBHH_0794071
,794087,346.93,,2,,BBHH_0794087
,794093,565.33,,2,,BBHH_0794093
,794154,436.86,,3,,BBHH_0794154
,794016,278.47,,1,,BBHH_0794016
,794080,413.95,,1,,BBHH_0794080
,794161,535.92,,3,,BBHH_0794161
,794153,552.43,,5,,BBHH_0794153
,793155,1022.12,,2,,BBHH_0793155
,794017,463.77,,1,,BBHH_0794017
,794131,365.17,,3,,BBHH_0794131
,794165,808.35,,4,,BBHH_0794165
,793118,1308.5,,2,,BBHH_0793118
,793162,435.67,,2,,BBHH_0793162
,794039,342.94,,5,,BBHH_0794039
,794086,230.52,,1,,BBHH_0794086
,794036,456.38,,1,,BBHH_0794036
,793163,494.38,,2,,BBHH_0793163
,793121,220.2,,3,,BBHH_0793121
,793128,416.18,,1,,BBHH_0793128
,794122,300.96,,3,,BBHH_0794122
,794010,520.6,,10,,BBHH_0794010
,793141,452.97,,7,,BBHH_0793141
,794042,447.52,,3,,BBHH_0794042
,794074,499.15,,1,,BBHH_0794074
,794114,518.07,,2,,BBHH_0794114
,794110,440.31,,1,,BBHH_0794110
,794115,380.7,,1,,BBHH_0794115
,794109,529.77,,6,,BBHH_0794109
,794166,574.23,,4,,BBHH_0794166
,794240,265.62,,4,,BBHH_0794240
,794152,307.77,,5,,BBHH_0794152
,795010,203.01,,1,,BBHH_0795010
,794081,332.69,,2,,BBHH_0794081
,794117,506.61,,1,,BBHH_0794117
,794119,530.35,,4,,BBHH_0794119
,794168,997.49,,4,,BBHH_0794168
,794207,288.35,,2,,BBHH_0794207
,794178,243.21,,2,,BBHH_0794178
,794179,357.83,,8,,BBHH_0794179
,794118,454.94,,4,,BBHH_0794118
,794132,1136.96,,2,,BBHH_0794132
,794203,677.99,,12,,BBHH_0794203
,794186,915.56,,19,,BBHH_0794186
,794163,322.91,,1,,BBHH_0794163
,794127,648.01,,1,,BBHH_0794127
,794146,440.31,,3,,BBHH_0794146
,794200,430.83,,7,,BBHH_0794200
,794206,517.17,,1,,BBHH_0794206
,794139,494.24,,2,,BBHH_0794139
,794208,569.79,,2,,BBHH_0794208
,794209,578.68,,1,,BBHH_0794209
,794213,612.48,,2,,BBHH_0794213
,794155,433.45,,4,,BBHH_0794155
,794268,428.37,,1,,BBHH_0794268
,794273,468.97,,1,,BBHH_0794273
,794193,434.44,,2,,BBHH_0794193
,794158,489.8,,2,,BBHH_0794158
,794116,358.4,,1,,BBHH_0794116
,794212,302.08,,1,,BBHH_0794212
,794211,718.82,,3,,BBHH_0794211
,794261,438.41,,2,,BBHH_0794261
,794204,544.54,,1,,BBHH_0794204
,794180,360.82,,6,,BBHH_0794180
,794201,442.81,,12,,BBHH_0794201
,795014,157.98,,1,,BBHH_0795014
,794185,758.85,,27,,BBHH_0794185
,794120,468.18,,5,,BBHH_0794120
,794246,624.26,,4,,BBHH_0794246
,794257,580.18,,1,,BBHH_0794257
,794188,513.86,,2,,BBHH_0794188
,794263,644.91,,1,,BBHH_0794263
,794279,677.44,,2,,BBHH_0794279
,795092,307.16,,1,,BBHH_0795092
,795111,539.32,,3,,BBHH_0795111
,794260,442.81,,1,,BBHH_0794260
,794270,521.08,,1,,BBHH_0794270
,794215,610.93,,9,,BBHH_0794215
,794252,518.91,,4,,BBHH_0794252
,794258,529.28,,1,,BBHH_0794258
,794262,358.03,,1,,BBHH_0794262
,794169,556.62,,1,,BBHH_0794169
,795138,417.85,,1,,BBHH_0795138
,795123,370.49,,2,,BBHH_0795123
,794214,624.74,,12,,BBHH_0794214
,794282,511.33,,5,,BBHH_0794282
,795001,169.75,,1,,BBHH_0795001
,794267,450.38,,1,,BBHH_0794267
,794194,432.13,,4,,BBHH_0794194
,794281,558.56,,3,,BBHH_0794281
,794151,439.6,,7,,BBHH_0794151
,794172,456.54,,10,,BBHH_0794172
,794266,464.66,,1,,BBHH_0794266
,794198,565.42,,10,,BBHH_0794198
,794274,480.06,,1,,BBHH_0794274
,794280,661.06,,4,,BBHH_0794280
,794254,230.8,,2,,BBHH_0794254
,794278,523.74,,1,,BBHH_0794278
,794285,507.64,,3,,BBHH_0794285
,794199,484.95,,8,,BBHH_0794199
,794197,623.62,,2,,BBHH_0794197
,794176,568.54,,1,,BBHH_0794176
,794167,484.16,,4,,BBHH_0794167
,795135,338.08,,1,,BBHH_0795135
,795042,265.36,,2,,BBHH_0795042
,794205,358.73,,3,,BBHH_0794205
,795039,208.2,,1,,BBHH_0795039
,795108,484.62,,8,,BBHH_0795108
,795022,199.42,,1,,BBHH_0795022
,795045,350.5,,5,,BBHH_0795045
,795070,176.12,,1,,BBHH_0795070
,795109,356.88,,4,,BBHH_0795109
,795034,363.37,,5,,BBHH_0795034
,795185,387.39,,3,,BBHH_0795185
,795104,295.29,,1,,BBHH_0795104
,795240,587.35,,8,,BBHH_0795240
,795136,349.25,,4,,BBHH_0795136
,795127,353.11,,5,,BBHH_0795127
,795182,352.67,,2,,BBHH_0795182
,795118,433.66,,1,,BBHH_0795118
,795183,438.53,,2,,BBHH_0795183
,795186,483.52,,2,,BBHH_0795186
,795122,378.17,,11,,BBHH_0795122
,795088,272.65,,3,,BBHH_0795088
,795101,383.6,,2,,BBHH_0795101
,795274,470.66,,5,,BBHH_0795274
,795165,614.6,,4,,BBHH_0795165
,795243,531.54,,3,,BBHH_0795243
,795171,485.12,,6,,BBHH_0795171
,795110,445.67,,3,,BBHH_0795110
,795173,414.33,,3,,BBHH_0795173
,795116,356.34,,1,,BBHH_0795116
,795057,217.95,,2,,BBHH_0795057
,795105,264.59,,2,,BBHH_0795105
,795124,652.38,,1,,BBHH_0795124
,795152,362.1,,3,,BBHH_0795152
,795176,318.49,,8,,BBHH_0795176
,795035,199.24,,1,,BBHH_0795035
,795163,447.82,,9,,BBHH_0795163
,795077,202.1,,2,,BBHH_0795077
,795157,332.22,,4,,BBHH_0795157
,795130,343.79,,7,,BBHH_0795130
,795106,345.55,,3,,BBHH_0795106
,795168,736.1,,1,,BBHH_0795168
,795169,494.65,,6,,BBHH_0795169
,795030,242.31,,1,,BBHH_0795030
,795026,482.74,,1,,BBHH_0795026
,795190,383.84,,9,,BBHH_0795190
,795153,275.54,,8,,BBHH_0795153
,795250,925.44,,1,,BBHH_0795250
,795208,437.68,,16,,BBHH_0795208
,795172,500.64,,11,,BBHH_0795172
,795219,475.61,,2,,BBHH_0795219
,795201,648.6,,1,,BBHH_0795201
,795189,350.9,,4,,BBHH_0795189
,795220,473.64,,2,,BBHH_0795220
,795202,517.12,,4,,BBHH_0795202
,795167,520.83,,2,,BBHH_0795167
,795148,377.53,,2,,BBHH_0795148
,795162,609.64,,1,,BBHH_0795162
,795221,435.59,,10,,BBHH_0795221
,795210,527.09,,6,,BBHH_0795210
,795146,549.71,,2,,BBHH_0795146
,795222,430.22,,9,,BBHH_0795222
,795216,398.38,,2,,BBHH_0795216
,795199,405.29,,1,,BBHH_0795199
,795268,359.86,,13,,BBHH_0795268
,795252,305.34,,2,,BBHH_0795252
,795166,594.75,,2,,BBHH_0795166
,795257,552.47,,1,,BBHH_0795257
,795159,646.58,,5,,BBHH_0795159
,795253,266.76,,2,,BBHH_0795253
,795230,711.55,,6,,BBHH_0795230
,795271,708.67,,1,,BBHH_0795271
,795158,567.31,,6,,BBHH_0795158
,795238,506.18,,14,,BBHH_0795238
,795149,306.2,,7,,BBHH_0795149
,795215,333.92,,1,,BBHH_0795215
,795194,436.83,,1,,BBHH_0795194
,795248,573.77,,1,,BBHH_0795248
,795237,520.64,,12,,BBHH_0795237
,795207,336.66,,8,,BBHH_0795207
,795249,432.18,,4,,BBHH_0795249
,795144,304.29,,1,,BBHH_0795144
,795181,720.16,,1,,BBHH_0795181
,795177,659.88,,4,,BBHH_0795177
,795244,467,,2,,BBHH_0795244
,795247,750.19,,1,,BBHH_0795247
,795147,308.49,,5,,BBHH_0795147
,961463,652.72,,7,,BBHH_0961463
,795272,775.75,,3,,BBHH_0795272
,961129,446.98,,6,,BBHH_0961129
,961276,909.59,,4,,BBHH_0961276
,899516,371.15,,1,,BBHH_0899516
,961126,430.54,,8,,BBHH_0961126
,951014,151.67,,4,,BBHH_0951014
,961486,253.06,,2,,BBHH_0961486
,961280,793.23,,8,,BBHH_0961280
,961279,793.23,,4,,BBHH_0961279
,961245,765.09,,8,,BBHH_0961245
,96085,424.47,,3,,BBHH_096085
,961730,585.2,,5,,BBHH_0961730
,961247,635.25,,5,,BBHH_0961247
,961246,635.47,,5,,BBHH_0961246
,961277,555.33,,3,,BBHH_0961277
,899853,960.69,,3,,BBHH_0899853
,961134,436.91,,1,,BBHH_0961134
,961739,512.52,,2,,BBHH_0961739
,795214,472.32,,3,,BBHH_0795214
,961133,474.71,,2,,BBHH_0961133
,961275,909.59,,10,,BBHH_0961275
,795260,509.44,,1,,BBHH_0795260
,961130,556.95,,3,,BBHH_0961130
,961103,407.46,,9,,BBHH_0961103
,795175,343.8,,14,,BBHH_0795175
,961243,650.09,,1,,BBHH_0961243
,795191,394.76,,4,,BBHH_0795191
,961242,652.08,,1,,BBHH_0961242
,961137,469.15,,3,,BBHH_0961137
,961135,428.3,,2,,BBHH_0961135
,795276,236.62,,4,,BBHH_0795276
,961101,464.73,,10,,BBHH_0961101
,795259,417.73,,2,,BBHH_0795259
,961230,617.59,,3,,BBHH_0961230
,961740,606.66,,3,,BBHH_0961740
,961231,576.9,,2,,BBHH_0961231
,961699,700.04,,1,,BBHH_0961699
,961278,936.48,,2,,BBHH_0961278
,961691,752.12,,2,,BBHH_0961691
,961302,680.21,,1,,BBHH_0961302
,961485,552.3,,2,,BBHH_0961485
,961295,748.82,,2,,BBHH_0961295
,961293,600.33,,2,,BBHH_0961293
,961640,951.54,,7,,BBHH_0961640
,961481,241.68,,6,,BBHH_0961481
,961446,1039.87,,14,,BBHH_0961446
,961281,764.79,,2,,BBHH_0961281
,961462,660.12,,6,,BBHH_0961462
,961454,533.32,,7,,BBHH_0961454
,961676,297.35,,13,,BBHH_0961676
,961512,290.51,,1,,BBHH_0961512
,961443,530.92,,22,,BBHH_0961443
,961692,447.6,,2,,BBHH_0961692
,961335,572.35,,2,,BBHH_0961335
,961337,601.09,,2,,BBHH_0961337
,961480,242.09,,6,,BBHH_0961480
,961680,504.97,,3,,BBHH_0961680
,961606,716.68,,3,,BBHH_0961606
,961447,1018.24,,12,,BBHH_0961447
,961440,943.62,,12,,BBHH_0961440
,961607,653.13,,16,,BBHH_0961607
,961294,598.65,,2,,BBHH_0961294
,961321,315.53,,4,,BBHH_0961321
,961319,258.61,,2,,BBHH_0961319
,961608,483.98,,9,,BBHH_0961608
,961476,698.94,,12,,BBHH_0961476
,961484,379.28,,8,,BBHH_0961484
,961327,682.94,,6,,BBHH_0961327
,961461,449.37,,22,,BBHH_0961461
,961456,669.15,,4,,BBHH_0961456
,961696,648.5,,1,,BBHH_0961696
,961520,435.03,,1,,BBHH_0961520
,961460,359.73,,4,,BBHH_0961460
,961458,443.05,,10,,BBHH_0961458
,961482,288.3,,1,,BBHH_0961482
,961336,560.45,,3,,BBHH_0961336
,961320,663.02,,4,,BBHH_0961320
,961338,550.9,,2,,BBHH_0961338
,961333,486.25,,6,,BBHH_0961333
,961622,528.85,,8,,BBHH_0961622
,961764,260.19,,4,,BBHH_0961764
,961855,293.94,,10,,BBHH_0961855
,961822,743.76,,1,,BBHH_0961822
,961738,220.56,,3,,BBHH_0961738
,961631,416.95,,18,,BBHH_0961631
,961858,619.45,,4,,BBHH_0961858
,962609,563.71,,7,,BBHH_0962609
,961677,653.11,,2,,BBHH_0961677
,961986,486.19,,7,,BBHH_0961986
,961862,601.2,,15,,BBHH_0961862
,961678,592.34,,4,,BBHH_0961678
,961988,633.38,,4,,BBHH_0961988
,961765,749.26,,2,,BBHH_0961765
,961620,458.56,,15,,BBHH_0961620
,961741,392.7,,7,,BBHH_0961741
,961860,608.69,,5,,BBHH_0961860
,961673,387.83,,12,,BBHH_0961673
,961668,690.55,,3,,BBHH_0961668
,961282,554.46,,2,,BBHH_0961282
,961684,564.46,,6,,BBHH_0961684
,961662,631.63,,26,,BBHH_0961662
,99013,395.74,,1,,BBHH_099013
,961603,578.48,,5,,BBHH_0961603
,961439,956.4,,10,,BBHH_0961439
,961600,460.2,,11,,BBHH_0961600
,961932,840.8,,3,,BBHH_0961932
,961853,752.77,,3,,BBHH_0961853
,961611,340.7,,11,,BBHH_0961611
,96195,461.02,,16,,BBHH_096195
,961987,589.35,,2,,BBHH_0961987
,961682,550.43,,5,,BBHH_0961682
,961745,587.54,,2,,BBHH_0961745
,961445,624.52,,29,,BBHH_0961445
,961683,570.91,,4,,BBHH_0961683
,961667,693.38,,4,,BBHH_0961667
,962608,606.94,,5,,BBHH_0962608
,961459,471.8,,6,,BBHH_0961459
,961698,497.73,,4,,BBHH_0961698
,961815,393.42,,2,,BBHH_0961815
,962611,889.28,,12,,BBHH_0962611
,963061,693.18,,2,,BBHH_0963061
,963021,700.64,,6,,BBHH_0963021
,965702,420.9,,11,,BBHH_0965702
,962603,278.32,,8,,BBHH_0962603
,965703,492.32,,10,,BBHH_0965703
,962301,615.48,,1,,BBHH_0962301
,962600,574.69,,4,,BBHH_0962600
,961762,683.29,,2,,BBHH_0961762
,961825,947.54,,1,,BBHH_0961825
,961864,384.35,,13,,BBHH_0961864
,962681,316.35,,7,,BBHH_0962681
,961981,468.96,,3,,BBHH_0961981
,962309,580.98,,9,,BBHH_0962309
,962305,630.2,,9,,BBHH_0962305
,962619,497.93,,13,,BBHH_0962619
,962831,627.74,,35,,BBHH_0962831
,962614,874.17,,14,,BBHH_0962614
,961831,269.51,,1,,BBHH_0961831
,96216,713.44,,5,,BBHH_096216
,961852,522.15,,4,,BBHH_0961852
,96214,865.7,,5,,BBHH_096214
,961985,979.46,,10,,BBHH_0961985
,961861,391.97,,3,,BBHH_0961861
,961865,605.54,,11,,BBHH_0961865
,963723,448.51,,6,,BBHH_0963723
,961856,751.43,,57,,BBHH_0961856
,963722,291.5,,1,,BBHH_0963722
,962310,256.97,,4,,BBHH_0962310
,962610,377.24,,7,,BBHH_0962610
,961990,824.34,,4,,BBHH_0961990
,965701,483.87,,6,,BBHH_0965701
,961992,1174.49,,3,,BBHH_0961992
,962307,348.72,,3,,BBHH_0962307
,961763,293.81,,2,,BBHH_0961763
,962620,412.63,,3,,BBHH_0962620
,962308,348.76,,2,,BBHH_0962308
,962607,326.73,,16,,BBHH_0962607
,962604,525.72,,3,,BBHH_0962604
,991309,498.82,,4,,BBHH_0991309
,99014,493.21,,4,,BBHH_099014
,991308,623.88,,1,,BBHH_0991308
,991100,640.03,,4,,BBHH_0991100
,99086,297.4,,1,,BBHH_099086
,990583,601.53,,2,,BBHH_0990583
,991132,561.23,,1,,BBHH_0991132
,991003,518.29,,7,,BBHH_0991003
,99087,429.95,,3,,BBHH_099087
,99106,552.55,,1,,BBHH_099106
,991124,518.17,,3,,BBHH_0991124
,991120,280.77,,3,,BBHH_0991120
,99004,343.91,,3,,BBHH_099004
,991118,383.93,,2,,BBHH_0991118
,99123,477.67,,1,,BBHH_099123
,99005,269.9,,3,,BBHH_099005
,99085,339.58,,3,,BBHH_099085
,991301,610.63,,2,,BBHH_0991301
,991002,509.58,,2,,BBHH_0991002
,991306,442.96,,1,,BBHH_0991306
,99056,965.69,,2,,BBHH_099056
,99098,377.24,,1,,BBHH_099098
,99128,493.51,,1,,BBHH_099128
,991305,427.95,,5,,BBHH_0991305
,991103,332.57,,5,,BBHH_0991103
,99096,475.65,,3,,BBHH_099096
,99050,864.12,,3,,BBHH_099050
,99102,302.2,,3,,BBHH_099102
,991102,462.55,,31,,BBHH_0991102
,991140,257.05,,8,,BBHH_0991140
,991107,437.59,,12,,BBHH_0991107
,99024,510.47,,1,,BBHH_099024
,991229,520.64,,1,,BBHH_0991229
,99118,513.41,,2,,BBHH_099118
,99088,278.18,,1,,BBHH_099088
,963672,419.34,,5,,BBHH_0963672
,99134,280.86,,2,,BBHH_099134
,99095,371.32,,1,,BBHH_099095
,99127,357.03,,6,,BBHH_099127
,99052,972.57,,1,,BBHH_099052
,991303,682.27,,1,,BBHH_0991303
,991315,529.73,,2,,BBHH_0991315
,991494,723.88,,1,,BBHH_0991494
,991449,353.73,,4,,BBHH_0991449
,991347,208.66,,1,,BBHH_0991347
,991431,363.5,,6,,BBHH_0991431
,991434,638.39,,4,,BBHH_0991434
,991429,366.4,,1,,BBHH_0991429
,991613,383.01,,4,,BBHH_0991613
,991503,507.94,,1,,BBHH_0991503
,991437,430.78,,4,,BBHH_0991437
,991509,396.85,,1,,BBHH_0991509
,99132,541.32,,2,,BBHH_099132
,991496,738.98,,6,,BBHH_0991496
,99129,291.85,,4,,BBHH_099129
,991385,602.34,,2,,BBHH_0991385
,991508,334.16,,1,,BBHH_0991508
,991577,577.65,,2,,BBHH_0991577
,991436,321.98,,1,,BBHH_0991436
,991421,480.55,,3,,BBHH_0991421
,991316,803.84,,3,,BBHH_0991316
,991433,618.98,,2,,BBHH_0991433
,991317,330.92,,1,,BBHH_0991317
,991448,378.47,,6,,BBHH_0991448
,991438,362.56,,13,,BBHH_0991438
,99138,466.24,,2,,BBHH_099138
,991609,492.58,,6,,BBHH_0991609
,991506,403.62,,4,,BBHH_0991506
,991443,424.75,,5,,BBHH_0991443
,99148,312.51,,1,,BBHH_099148
,991452,426.15,,2,,BBHH_0991452
,991312,482.82,,2,,BBHH_0991312
,991402,379.17,,6,,BBHH_0991402
,991425,344.73,,5,,BBHH_0991425
,991441,611.41,,6,,BBHH_0991441
,991427,354.68,,1,,BBHH_0991427
,991534,808.09,,5,,BBHH_0991534
,991300,504.19,,3,,BBHH_0991300
,991444,406.96,,7,,BBHH_0991444
,991386,553.24,,1,,BBHH_0991386
,991663,234.68,,4,,BBHH_0991663
,991705,555.49,,3,,BBHH_0991705
,991313,482.76,,5,,BBHH_0991313
,991821,310.38,,2,,BBHH_0991821
,99137,448.4,,1,,BBHH_099137
